discipline,athlete,country,record,date,event,sex,wikipedia,profile,video_name,video_link,latitude,longtidute
CWTB,Artnik Alenka,SI,90,2019-06-09,Asian Freediving Cup 2019,Women,None,https://athletes.aidainternational.org/Profile-bb4aa3ec-e87a-48f5-9a6c-ece92e3d95db,not_found,not_found,46.151241,14.995463
CWT,Le Master Brett,US,81,1999-11-12,WR Attempt - LEMASTER Brett (CWT),Men,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000003a,not_found,not_found,37.09024,-95.712891
NLT,Streeter Tanya,US,160,2002-08-17,WR Attempt - Tanya STREETER NLT,Women,https://en.wikipedia.org/wiki/Tanya_Streeter,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000009a,Tanya Streeter AIDA freediving World Record no limits 160m 17.08.2002,https://www.youtube.com/watch?v=gvcAa4VJDQU,37.09024,-95.712891
VWT,Streeter Tanya,US,122,2003-07-19,"WR Attempt - STREETER Tanya (VWT,CNF)",Women,https://en.wikipedia.org/wiki/Tanya_Streeter,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000009a,not_found,not_found,37.09024,-95.712891
CWT,Streeter Tanya,US,70,2001-05-11,WR Attempt - STREETER Tanya (CWT),Women,https://en.wikipedia.org/wiki/Tanya_Streeter,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000009a,not_found,not_found,37.09024,-95.712891
CWT,Streeter Tanya,US,67,1998-09-19,WR Attempt - STREETER Tanya (CWT),Women,https://en.wikipedia.org/wiki/Tanya_Streeter,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000009a,not_found,not_found,37.09024,-95.712891
CNF,Chapman Ashley,US,67,2012-11-20,Suunto Vertical Blue 2012,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c56,Ashley Futral Chapman CNF World Record at Suunto Vertical Blue 2012,https://www.youtube.com/watch?v=CUqPAaUOWuw,37.09024,-95.712891
CNF,Chapman Ashley,US,65,2012-05-04,Deja Blue 3,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c56,not_found,not_found,37.09024,-95.712891
CNF,Chapman Ashley,US,63,2012-05-04,Deja Blue 3,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c56,No Fins Freediving World Record Ashley Chapman 63 meters,https://vimeo.com/41599967,37.09024,-95.712891
CNF,Edwards Annabel,US,42,2004-10-23,WR Attempt - EDWARDS Annabel (CNF),Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000083a,not_found,not_found,37.09024,-95.712891
CNF,Streeter Tanya,US,35,2003-07-19,"WR Attempt - STREETER Tanya (VWT,CNF)",Women,https://en.wikipedia.org/wiki/Tanya_Streeter,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000009a,not_found,not_found,37.09024,-95.712891
FIM,Edwards Annabel,US,75,2005-05-27,The Kona Freedive Invitational,Women,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000083a,not_found,not_found,37.09024,-95.712891
FIM,Streeter Tanya,US,70,2001-05-06,WR Attempt - STREETER Tanya (FIM),Women,https://en.wikipedia.org/wiki/Tanya_Streeter,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000009a,not_found,not_found,37.09024,-95.712891
VWT,Coste Carlos,VE,140,2006-05-09,WR Attempt - COSTE Carlos(VWT – FIM),Men,https://en.wikipedia.org/wiki/Carlos_Coste,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000070,record variable 140m,https://www.youtube.com/watch?v=EpJyde_jnBI,6.42375,-66.58973
VWT,Coste Carlos,VE,135,2004-10-25,WR Attempt - Carlos Coste and Stig Severinsen,Men,https://en.wikipedia.org/wiki/Carlos_Coste,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000070,"Carlos Coste´s Freediving World Record VWT 135m. Venezuela, 2004.",https://www.youtube.com/watch?v=-XioVUAgAAc,6.42375,-66.58973
CWT,Coste Carlos,VE,105,2005-09-01,1st AIDA Individual Constant Weight World Freediving Championship,Men,https://en.wikipedia.org/wiki/Carlos_Coste,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000070,"Carlos Coste Freediving World Record CWT -105m, Niza 2005",https://www.youtube.com/watch?v=GfJu0JLYnCk,6.42375,-66.58973
CWT,Coste Carlos,VE,102,2004-06-14,BIOS Freeology Open Classic 2004,Men,https://en.wikipedia.org/wiki/Carlos_Coste,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000070,Carlos Coste -102m world Freediving Record,https://www.youtube.com/watch?v=rihC6rlrDaY,6.42375,-66.58973
FIM,Coste Carlos,VE,101,2003-09-30,WR Attempt - Carlos COSTE and Stig SEVERINSEN (FIM CWT),Men,https://en.wikipedia.org/wiki/Carlos_Coste,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000070,not_found,not_found,6.42375,-66.58973
FIM,Coste Carlos,VE,93,2002-12-06,WR Attempt - COSTE Carlos (FIM),Men,https://en.wikipedia.org/wiki/Carlos_Coste,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000070,not_found,not_found,6.42375,-66.58973
DNF,Mendez Karla,VE,84,2002-03-23,Copa UCV 2002,Women,None,https://athletes.aidainternational.org/Profile-ce16d98d-46ce-4b0c-b07f-d10a3cbbf240,not_found,not_found,6.42375,-66.58973
